-182.899, 78.086, 1.685,  1.765
-182.876, 78.035, 1.689,  1.798
-182.853, 77.983, 1.693,  1.831
-182.831, 77.931, 1.698,  1.864
-182.808, 77.879, 1.702,  1.897
-182.785, 77.827, 1.707,  1.930
-182.762, 77.774, 1.713,  1.963
-182.739, 77.722, 1.719,  1.996
-182.717, 77.669, 1.724,  2.029
-182.694, 77.616, 1.729,  2.062
-182.672, 77.563, 1.734,  2.095
-182.649, 77.509, 1.739,  2.128
-182.627, 77.456, 1.744,  2.161
-182.604, 77.402, 1.750,  2.194
-182.582, 77.348, 1.755,  2.227
-182.560, 77.294, 1.760,  2.260
-182.538, 77.239, 1.766,  2.293
-182.516, 77.185, 1.771,  2.326
-182.494, 77.130, 1.776,  2.359
-182.472, 77.074, 1.781,  2.392
-182.450, 77.019, 1.787,  2.425
-182.429, 76.963, 1.792,  2.458
-182.407, 76.907, 1.798,  2.491
-182.386, 76.851, 1.804,  2.524
-182.364, 76.795, 1.809,  2.557
-182.343, 76.738, 1.814,  2.590
-182.323, 76.681, 1.820,  2.623
-182.302, 76.624, 1.826,  2.656
-182.281, 76.567, 1.831,  2.689
-182.261, 76.509, 1.837,  2.722
-182.240, 76.451, 1.842,  2.755
-182.220, 76.393, 1.848,  2.788
-182.200, 76.334, 1.854,  2.821
-182.180, 76.276, 1.860,  2.854
-182.161, 76.217, 1.866,  2.887
-182.142, 76.157, 1.872,  2.920
-182.122, 76.098, 1.878,  2.953
-182.103, 76.038, 1.884,  2.986
-182.085, 75.978, 1.889,  3.019
-182.066, 75.917, 1.895,  3.052
-182.048, 75.856, 1.901,  3.085
-182.030, 75.795, 1.907,  3.118
-182.012, 75.734, 1.913,  3.151
-181.994, 75.673, 1.919,  3.184
-181.976, 75.611, 1.925,  3.217
-181.959, 75.549, 1.930,  3.250
-181.942, 75.486, 1.937,  3.283
-181.925, 75.424, 1.944,  3.316
-181.908, 75.361, 1.950,  3.349
-181.892, 75.298, 1.956,  3.382
-181.876, 75.234, 1.962,  3.415
-181.860, 75.170, 1.968,  3.448
-181.844, 75.106, 1.974,  3.481
-181.829, 75.042, 1.980,  3.514
-181.814, 74.977, 1.988,  3.547
-181.798, 74.913, 1.995,  3.580
-181.784, 74.847, 2.000,  3.613
-181.769, 74.782, 2.005,  3.646
-181.755, 74.716, 2.013,  3.679
-181.741, 74.650, 2.019,  3.712
-181.727, 74.584, 2.027,  3.745
-181.714, 74.517, 2.033,  3.778
-181.702, 74.450, 2.035,  3.811
-181.689, 74.383, 2.047,  3.844
-181.676, 74.316, 2.054,  3.877
-181.663, 74.248, 2.059,  3.910
-181.652, 74.180, 2.064,  3.943
-181.640, 74.112, 2.070,  3.976
-181.628, 74.043, 2.081,  4.009
-181.617, 73.975, 2.088,  4.042
-181.606, 73.906, 2.092,  4.075
-181.595, 73.836, 2.098,  4.108
-181.584, 73.767, 2.104,  4.141
-181.574, 73.697, 2.112,  4.174
-181.564, 73.627, 2.120,  4.207
-181.555, 73.556, 2.127,  4.240
-181.545, 73.486, 2.134,  4.273
-181.537, 73.415, 2.135,  4.306
-181.528, 73.343, 2.149,  4.339
-181.521, 73.272, 2.154,  4.372
-181.514, 73.200, 2.162,  4.405
-181.507, 73.127, 2.171,  4.438
-181.499, 73.055, 2.179,  4.471
-181.492, 72.982, 2.186,  4.504
-181.486, 72.909, 2.185,  4.537
-181.479, 72.836, 2.194,  4.570
-181.473, 72.763, 2.208,  4.603
-181.468, 72.689, 2.210,  4.636
-181.463, 72.615, 2.220,  4.669
-181.459, 72.541, 2.222,  4.702
-181.454, 72.466, 2.235,  4.735
-181.452, 72.391, 2.234,  4.768
-181.450, 72.316, 2.248,  4.801
-181.446, 72.241, 2.265,  4.834
-181.444, 72.165, 2.265,  4.867
-181.443, 72.089, 2.259,  4.900
-181.441, 72.013, 2.275,  4.933
-181.441, 71.937, 2.285,  4.966
-181.438, 71.860, 2.303,  4.999
-181.437, 71.783, 2.305,  5.032
-181.436, 71.706, 2.302,  5.065
-181.437, 71.629, 2.304,  5.098
-181.436, 71.551, 2.327,  5.131
-181.436, 71.473, 2.341,  5.164
-181.436, 71.395, 2.344,  5.197
-181.436, 71.316, 2.348,  5.230
-181.436, 71.238, 2.352,  5.263
-181.437, 71.159, 2.359,  5.296
-181.438, 71.080, 2.368,  5.329
-181.440, 71.000, 2.379,  5.362
-181.442, 70.921, 2.388,  5.395
-181.444, 70.841, 2.396,  5.428
-181.446, 70.760, 2.403,  5.461
-181.448, 70.680, 2.410,  5.494
-181.450, 70.599, 2.418,  5.527
-181.451, 70.519, 2.426,  5.560
-181.452, 70.437, 2.434,  5.593
-181.453, 70.356, 2.442,  5.626
-181.455, 70.275, 2.444,  5.659
-181.458, 70.193, 2.455,  5.692
-181.460, 70.110, 2.468,  5.725
-181.461, 70.028, 2.478,  5.758
-181.463, 69.945, 2.479,  5.791
-181.466, 69.862, 2.488,  5.824
-181.467, 69.779, 2.499,  5.857
-181.470, 69.696, 2.505,  5.890
-181.472, 69.612, 2.515,  5.923
-181.476, 69.528, 2.521,  5.956
-181.479, 69.444, 2.532,  5.989
-181.480, 69.359, 2.542,  6.022
-181.483, 69.274, 2.547,  6.055
-181.484, 69.189, 2.555,  6.088
-181.487, 69.104, 2.563,  6.121
-181.488, 69.018, 2.573,  6.154
-181.490, 68.932, 2.581,  6.187
-181.493, 68.846, 2.589,  6.220
-181.495, 68.759, 2.598,  6.253
-181.497, 68.672, 2.607,  6.286
-181.500, 68.585, 2.615,  6.319
-181.503, 68.498, 2.623,  6.352
-181.505, 68.410, 2.633,  6.385
-181.507, 68.322, 2.642,  6.418
-181.510, 68.234, 2.649,  6.451
-181.512, 68.146, 2.658,  6.484
-181.513, 68.057, 2.667,  6.517
-181.514, 67.968, 2.676,  6.550
-181.516, 67.878, 2.685,  6.583
-181.517, 67.789, 2.693,  6.616
-181.519, 67.699, 2.702,  6.649
-181.520, 67.608, 2.711,  6.682
-181.521, 67.518, 2.720,  6.715
-181.522, 67.427, 2.729,  6.748
-181.525, 67.336, 2.737,  6.781
-181.526, 67.244, 2.747,  6.814
-181.528, 67.152, 2.756,  6.847
-181.530, 67.060, 2.765,  6.880
-181.533, 66.968, 2.775,  6.913
-181.534, 66.875, 2.784,  6.946
-181.535, 66.782, 2.792,  6.979
-181.537, 66.689, 2.801,  7.012
-181.539, 66.595, 2.811,  7.045
-181.542, 66.502, 2.820,  7.078
-181.543, 66.407, 2.830,  7.111
-181.544, 66.313, 2.839,  7.144
-181.548, 66.218, 2.845,  7.177
-181.550, 66.123, 2.857,  7.210
-181.552, 66.027, 2.868,  7.243
-181.554, 65.932, 2.878,  7.276
-181.554, 65.836, 2.885,  7.309
-181.556, 65.739, 2.894,  7.342
-181.558, 65.642, 2.904,  7.375
-181.558, 65.545, 2.914,  7.408
-181.559, 65.448, 2.924,  7.441
-181.560, 65.350, 2.934,  7.474
-181.562, 65.252, 2.944,  7.507
-181.564, 65.154, 2.953,  7.540
-181.564, 65.055, 2.961,  7.573
-181.565, 64.956, 2.971,  7.606
-181.565, 64.857, 2.982,  7.639
-181.565, 64.757, 2.992,  7.672
-181.566, 64.657, 3.002,  7.705
-181.566, 64.557, 3.011,  7.738
-181.566, 64.456, 3.021,  7.771
-181.567, 64.356, 3.031,  7.804
-181.569, 64.254, 3.042,  7.837
-181.570, 64.153, 3.052,  7.870
-181.571, 64.051, 3.062,  7.903
-181.572, 63.948, 3.071,  7.936
-181.572, 63.846, 3.081,  7.969
-181.573, 63.743, 3.091,  8.002
-181.574, 63.639, 3.102,  8.035
-181.574, 63.536, 3.112,  8.068
-181.575, 63.432, 3.122,  8.101
-181.576, 63.327, 3.132,  8.134
-181.577, 63.223, 3.143,  8.167
-181.577, 63.118, 3.153,  8.200
-181.577, 63.012, 3.163,  8.233
-181.578, 62.907, 3.174,  8.266
-181.579, 62.801, 3.185,  8.299
-181.580, 62.694, 3.195,  8.332
-181.581, 62.587, 3.206,  8.365
-181.582, 62.480, 3.216,  8.398
-181.582, 62.373, 3.226,  8.431
-181.582, 62.265, 3.237,  8.464
-181.583, 62.157, 3.248,  8.497
-181.585, 62.048, 3.258,  8.530
-181.585, 61.939, 3.269,  8.563
-181.586, 61.830, 3.281,  8.596
-181.587, 61.721, 3.292,  8.629
-181.587, 61.611, 3.302,  8.662
-181.588, 61.500, 3.313,  8.695
-181.588, 61.390, 3.323,  8.728
-181.588, 61.279, 3.334,  8.761
-181.587, 61.167, 3.345,  8.794
-181.588, 61.055, 3.356,  8.827
-181.589, 60.943, 3.368,  8.860
-181.589, 60.831, 3.379,  8.893
-181.590, 60.718, 3.390,  8.926
-181.591, 60.604, 3.401,  8.959
-181.591, 60.491, 3.412,  8.992
-181.592, 60.377, 3.423,  9.025
-181.592, 60.262, 3.435,  9.058
-181.593, 60.148, 3.446,  9.091
-181.594, 60.032, 3.458,  9.124
-181.595, 59.917, 3.469,  9.157
-181.595, 59.801, 3.480,  9.190
-181.596, 59.685, 3.492,  9.223
-181.597, 59.568, 3.504,  9.256
-181.597, 59.451, 3.515,  9.289
-181.597, 59.333, 3.526,  9.322
-181.598, 59.216, 3.538,  9.355
-181.599, 59.097, 3.550,  9.388
-181.600, 58.979, 3.562,  9.421
-181.601, 58.860, 3.573,  9.454
-181.601, 58.740, 3.585,  9.487
-181.601, 58.620, 3.597,  9.520
-181.601, 58.500, 3.609,  9.553
-181.601, 58.380, 3.621,  9.586
-181.601, 58.259, 3.632,  9.619
-181.600, 58.137, 3.644,  9.652
-181.600, 58.016, 3.656,  9.685
-181.601, 57.893, 3.669,  9.718
-181.602, 57.771, 3.682,  9.751
-181.602, 57.648, 3.694,  9.784
-181.602, 57.524, 3.705,  9.817
-181.602, 57.401, 3.717,  9.850
-181.602, 57.276, 3.729,  9.883
-181.603, 57.152, 3.742,  9.916
-181.603, 57.027, 3.755,  9.949
-181.604, 56.901, 3.767,  9.982
-181.605, 56.775, 3.779, 10.015
-181.605, 56.649, 3.792, 10.048
-181.605, 56.522, 3.804, 10.081
-181.606, 56.395, 3.817, 10.114
-181.606, 56.268, 3.829, 10.147
-181.605, 56.140, 3.842, 10.180
-181.605, 56.011, 3.855, 10.213
-181.605, 55.883, 3.868, 10.246
-181.605, 55.753, 3.880, 10.279
-181.606, 55.624, 3.893, 10.312
-181.606, 55.494, 3.906, 10.345
-181.606, 55.363, 3.918, 10.378
-181.605, 55.232, 3.931, 10.411
-181.605, 55.101, 3.944, 10.444
-181.605, 54.969, 3.957, 10.477
-181.606, 54.837, 3.971, 10.510
-181.606, 54.704, 3.984, 10.543
-181.605, 54.571, 3.997, 10.576
-181.606, 54.437, 4.009, 10.609
-181.606, 54.303, 4.022, 10.642
-181.607, 54.169, 4.036, 10.675
-181.607, 54.034, 4.050, 10.708
-181.608, 53.899, 4.063, 10.741
-181.608, 53.763, 4.076, 10.774
-181.609, 53.627, 4.089, 10.807
-181.608, 53.490, 4.103, 10.840
-181.609, 53.353, 4.116, 10.873
-181.609, 53.215, 4.130, 10.906
-181.610, 53.077, 4.144, 10.939
-181.610, 52.939, 4.157, 10.972
-181.610, 52.800, 4.170, 11.005
-181.609, 52.661, 4.184, 11.038
-181.609, 52.521, 4.198, 11.071
-181.610, 52.381, 4.212, 11.104
-181.610, 52.240, 4.227, 11.137
-181.610, 52.099, 4.240, 11.170
-181.610, 51.957, 4.253, 11.203
-181.611, 51.815, 4.267, 11.236
-181.612, 51.672, 4.282, 11.269
-181.612, 51.529, 4.297, 11.302
-181.612, 51.386, 4.311, 11.335
-181.612, 51.242, 4.324, 11.368
-181.613, 51.097, 4.338, 11.401
-181.613, 50.952, 4.352, 11.434
-181.613, 50.807, 4.367, 11.467
-181.613, 50.661, 4.381, 11.500
-181.613, 50.514, 4.396, 11.533
-181.613, 50.367, 4.410, 11.566
-181.614, 50.220, 4.425, 11.599
-181.615, 50.072, 4.440, 11.632
-181.615, 49.924, 4.454, 11.665
-181.615, 49.775, 4.468, 11.698
-181.614, 49.626, 4.483, 11.731
-181.614, 49.476, 4.498, 11.764
-181.613, 49.326, 4.513, 11.797
-181.613, 49.175, 4.528, 11.830
-181.614, 49.023, 4.542, 11.863
-181.614, 48.872, 4.558, 11.896
-181.615, 48.719, 4.574, 11.929
-181.615, 48.567, 4.588, 11.962
-181.616, 48.413, 4.603, 11.995
-181.616, 48.259, 4.618, 12.028
-181.616, 48.105, 4.633, 12.061
-181.617, 47.950, 4.649, 12.094
-181.617, 47.795, 4.664, 12.127
-181.617, 47.639, 4.679, 12.160
-181.618, 47.483, 4.695, 12.193
-181.618, 47.326, 4.710, 12.226
-181.619, 47.168, 4.726, 12.259
-181.620, 47.011, 4.741, 12.292
-181.620, 46.852, 4.757, 12.325
-181.620, 46.693, 4.772, 12.358
-181.619, 46.534, 4.788, 12.391
-181.619, 46.374, 4.804, 12.424
-181.618, 46.213, 4.820, 12.457
-181.618, 46.052, 4.835, 12.490
-181.617, 45.890, 4.852, 12.523
-181.617, 45.728, 4.868, 12.556
-181.617, 45.566, 4.883, 12.589
-181.617, 45.403, 4.900, 12.622
-181.619, 45.239, 4.916, 12.655
-181.619, 45.074, 4.933, 12.688
-181.620, 44.910, 4.949, 12.721
-181.621, 44.744, 4.965, 12.754
-181.621, 44.578, 4.981, 12.787
-181.623, 44.412, 4.997, 12.820
-181.623, 44.245, 5.014, 12.853
-181.623, 44.077, 5.031, 12.886
-181.623, 43.909, 5.048, 12.919
-181.624, 43.741, 5.064, 12.952
-181.625, 43.571, 5.077, 12.985
-181.626, 43.402, 5.078, 13.018
-181.626, 43.234, 5.061, 13.051
-181.627, 43.065, 5.051, 13.084
-181.628, 42.897, 5.057, 13.117
-181.630, 42.728, 5.081, 13.150
-181.631, 42.557, 5.121, 13.183
-181.633, 42.385, 5.176, 13.216
-181.634, 42.211, 5.233, 13.249
-181.635, 42.035, 5.276, 13.282
-181.636, 41.858, 5.296, 13.315
-181.637, 41.682, 5.297, 13.348
-181.638, 41.506, 5.288, 13.381
-181.638, 41.330, 5.279, 13.414
-181.639, 41.154, 5.278, 13.447
-181.641, 40.978, 5.290, 13.480
-181.641, 40.801, 5.317, 13.513
-181.642, 40.623, 5.353, 13.546
-181.643, 40.443, 5.392, 13.579
-181.644, 40.263, 5.424, 13.612
-181.645, 40.081, 5.445, 13.645
-181.646, 39.899, 5.457, 13.678
-181.645, 39.717, 5.464, 13.711
-181.645, 39.535, 5.471, 13.744
-181.646, 39.353, 5.481, 13.777
-181.647, 39.170, 5.499, 13.810
-181.647, 38.986, 5.520, 13.843
-181.648, 38.801, 5.545, 13.876
-181.648, 38.616, 5.570, 13.909
-181.647, 38.429, 5.592, 13.942
-181.647, 38.242, 5.611, 13.975
-181.648, 38.055, 5.627, 14.008
-181.648, 37.867, 5.642, 14.041
-181.650, 37.679, 5.658, 14.074
-181.652, 37.490, 5.674, 14.107
-181.654, 37.300, 5.695, 14.140
-181.655, 37.110, 5.715, 14.173
-181.656, 36.919, 5.736, 14.206
-181.657, 36.727, 5.756, 14.239
-181.657, 36.535, 5.774, 14.272
-181.657, 36.342, 5.793, 14.305
-181.657, 36.148, 5.811, 14.338
-181.658, 35.954, 5.830, 14.371
-181.658, 35.759, 5.849, 14.404
-181.659, 35.564, 5.869, 14.437
-181.658, 35.368, 5.889, 14.470
-181.658, 35.171, 5.908, 14.503
-181.658, 34.973, 5.928, 14.536
-181.659, 34.775, 5.948, 14.569
-181.660, 34.576, 5.968, 14.602
-181.661, 34.377, 5.988, 14.635
-181.660, 34.177, 6.007, 14.668
-181.661, 33.976, 6.027, 14.701
-181.662, 33.775, 6.047, 14.734
-181.662, 33.573, 6.067, 14.767
-181.661, 33.370, 6.087, 14.800
-181.662, 33.167, 6.107, 14.833
-181.662, 32.963, 6.127, 14.866
-181.662, 32.758, 6.148, 14.899
-181.662, 32.552, 6.168, 14.932
-181.663, 32.346, 6.189, 14.965
-181.662, 32.139, 6.209, 14.998
-181.663, 31.932, 6.230, 15.031
-181.664, 31.724, 6.251, 15.064
-181.663, 31.515, 6.271, 15.097
-181.662, 31.305, 6.292, 15.130
-181.663, 31.095, 6.312, 15.163
-181.662, 30.884, 6.333, 15.196
-181.662, 30.672, 6.355, 15.229
-181.662, 30.460, 6.375, 15.262
-181.662, 30.247, 6.397, 15.295
-181.661, 30.033, 6.418, 15.328
-181.661, 29.819, 6.439, 15.361
-181.661, 29.604, 6.460, 15.394
-181.660, 29.388, 6.482, 15.427
-181.659, 29.171, 6.503, 15.460
-181.659, 28.954, 6.525, 15.493
-181.659, 28.736, 6.547, 15.526
-181.659, 28.517, 6.569, 15.559
-181.660, 28.297, 6.591, 15.592
-181.660, 28.077, 6.612, 15.625
-181.660, 27.856, 6.634, 15.658
-181.659, 27.635, 6.656, 15.691
-181.660, 27.412, 6.677, 15.724
-181.660, 27.189, 6.700, 15.757
-181.659, 26.965, 6.723, 15.790
-181.659, 26.740, 6.745, 15.823
-181.659, 26.515, 6.767, 15.856
-181.659, 26.289, 6.790, 15.889
-181.659, 26.062, 6.812, 15.922
-181.660, 25.834, 6.834, 15.955
-181.661, 25.606, 6.857, 15.988
-181.660, 25.377, 6.879, 16.021
-181.661, 25.147, 6.902, 16.054
-181.662, 24.916, 6.926, 16.087
-181.663, 24.685, 6.950, 16.120
-181.663, 24.453, 6.972, 16.153
-181.663, 24.220, 6.994, 16.186
-181.664, 23.986, 7.016, 16.219
-181.664, 23.752, 7.039, 16.252
-181.664, 23.516, 7.063, 16.285
-181.664, 23.280, 7.087, 16.318
-181.664, 23.043, 7.111, 16.351
-181.665, 22.806, 7.135, 16.384
-181.665, 22.567, 7.158, 16.417
-181.664, 22.328, 7.181, 16.450
-181.663, 22.088, 7.205, 16.483
-181.662, 21.847, 7.228, 16.516
-181.660, 21.606, 7.252, 16.549
-181.660, 21.364, 7.276, 16.582
-181.660, 21.120, 7.301, 16.615
-181.659, 20.876, 7.326, 16.648
-181.659, 20.632, 7.350, 16.681
-181.659, 20.386, 7.374, 16.714
-181.658, 20.139, 7.398, 16.747
-181.658, 19.892, 7.423, 16.780
-181.658, 19.644, 7.447, 16.813
-181.658, 19.395, 7.472, 16.846
-181.658, 19.146, 7.497, 16.879
-181.656, 18.895, 7.521, 16.912
-181.657, 18.644, 7.546, 16.945
-181.657, 18.392, 7.572, 16.978
-181.656, 18.139, 7.597, 17.011
-181.656, 17.885, 7.622, 17.044
-181.656, 17.630, 7.647, 17.077
-181.656, 17.374, 7.672, 17.110
-181.656, 17.118, 7.697, 17.143
-181.657, 16.861, 7.723, 17.176
-181.657, 16.603, 7.749, 17.209
-181.658, 16.344, 7.774, 17.242
-181.659, 16.084, 7.800, 17.275
-181.659, 15.823, 7.826, 17.308
-181.659, 15.562, 7.851, 17.341
-181.659, 15.300, 7.876, 17.374
-181.660, 15.036, 7.903, 17.407
-181.661, 14.772, 7.930, 17.440
-181.661, 14.507, 7.957, 17.473
-181.661, 14.241, 7.983, 17.506
-181.663, 13.975, 8.009, 17.539
-181.662, 13.707, 8.035, 17.572
-181.661, 13.438, 8.061, 17.605
-181.660, 13.169, 8.088, 17.638
-181.661, 12.899, 8.115, 17.671
-181.662, 12.628, 8.143, 17.704
-181.662, 12.355, 8.171, 17.737
-181.661, 12.082, 8.197, 17.770
-181.661, 11.808, 8.224, 17.803
-181.661, 11.534, 8.250, 17.836
-181.660, 11.258, 8.277, 17.869
-181.661, 10.981, 8.305, 17.902
-181.660, 10.704, 8.333, 17.935
-181.659, 10.425, 8.361, 17.968
-181.657, 10.146, 8.389, 18.001
-181.656, 9.866, 8.416, 18.034
-181.656, 9.584, 8.443, 18.067
-181.656, 9.302, 8.472, 18.100
-181.655, 9.019, 8.501, 18.133
-181.656, 8.735, 8.529, 18.166
-181.655, 8.450, 8.557, 18.199
-181.656, 8.164, 8.586, 18.232
-181.655, 7.877, 8.613, 18.265
-181.654, 7.589, 8.642, 18.298
-181.653, 7.301, 8.670, 18.331
-181.653, 7.011, 8.700, 18.364
-181.652, 6.720, 8.729, 18.397
-181.651, 6.428, 8.757, 18.430
-181.651, 6.136, 8.786, 18.463
-181.652, 5.842, 8.815, 18.496
-181.651, 5.548, 8.844, 18.529
-181.650, 5.252, 8.873, 18.562
-181.651, 4.956, 8.903, 18.595
-181.651, 4.658, 8.934, 18.628
-181.650, 4.359, 8.963, 18.661
-181.650, 4.060, 8.993, 18.694
-181.650, 3.759, 9.022, 18.727
-181.650, 3.458, 9.052, 18.760
-181.648, 3.155, 9.081, 18.793
-181.648, 2.852, 9.111, 18.826
-181.648, 2.548, 9.142, 18.859
-181.648, 2.242, 9.173, 18.892
-181.647, 1.935, 9.204, 18.925
-181.647, 1.628, 9.234, 18.958
-181.648, 1.319, 9.265, 18.991
-181.648, 1.010, 9.296, 19.024
-181.649, 0.699, 9.326, 19.057
-181.651, 0.387, 9.357, 19.090
-181.651, 0.075, 9.388, 19.123
-181.651, -0.239, 9.419, 19.156
-181.652, -0.554, 9.450, 19.189
-181.652, -0.870, 9.481, 19.222
-181.652, -1.186, 9.513, 19.255
-181.651, -1.504, 9.544, 19.288
-181.649, -1.823, 9.576, 19.321
-181.648, -2.143, 9.608, 19.354
-181.646, -2.464, 9.640, 19.387
-181.644, -2.786, 9.672, 19.420
-181.642, -3.110, 9.703, 19.453
-181.641, -3.434, 9.736, 19.486
-181.641, -3.759, 9.769, 19.519
-181.640, -4.086, 9.801, 19.552
-181.639, -4.413, 9.834, 19.585
-181.639, -4.742, 9.867, 19.618
-181.640, -5.072, 9.900, 19.651
-181.640, -5.402, 9.932, 19.684
-181.640, -5.734, 9.964, 19.717
-181.640, -6.067, 9.998, 19.750
-181.641, -6.401, 10.031, 19.783
-181.642, -6.737, 10.065, 19.816
-181.642, -7.073, 10.098, 19.849
-181.642, -7.410, 10.131, 19.882
-181.642, -7.749, 10.164, 19.915
-181.641, -8.089, 10.198, 19.948
-181.640, -8.429, 10.232, 19.981
-181.638, -8.771, 10.266, 20.014
-181.637, -9.114, 10.301, 20.047
-181.636, -9.459, 10.335, 20.080
-181.635, -9.804, 10.369, 20.113
-181.633, -10.150, 10.403, 20.146
-181.633, -10.498, 10.437, 20.179
-181.631, -10.847, 10.472, 20.212
-181.630, -11.197, 10.506, 20.245
-181.629, -11.548, 10.542, 20.278
-181.628, -11.900, 10.578, 20.311
-181.627, -12.254, 10.614, 20.344
-181.626, -12.608, 10.649, 20.377
-181.626, -12.964, 10.684, 20.410
-181.626, -13.321, 10.718, 20.443
-181.626, -13.679, 10.754, 20.476
-181.625, -14.039, 10.790, 20.509
-181.625, -14.399, 10.825, 20.542
-181.625, -14.761, 10.861, 20.575
-181.624, -15.124, 10.897, 20.608
-181.623, -15.488, 10.933, 20.641
-181.621, -15.854, 10.970, 20.674
-181.621, -16.220, 11.007, 20.707
-181.620, -16.588, 11.044, 20.740
-181.618, -16.957, 11.080, 20.773
-181.616, -17.327, 11.117, 20.806
-181.614, -17.699, 11.153, 20.839
-181.613, -18.072, 11.190, 20.872
-181.613, -18.445, 11.227, 20.905
-181.611, -18.821, 11.264, 20.938
-181.610, -19.197, 11.302, 20.971
-181.610, -19.575, 11.340, 21.004
-181.610, -19.954, 11.379, 21.037
-181.611, -20.334, 11.417, 21.070
-181.611, -20.716, 11.455, 21.103
-181.612, -21.098, 11.493, 21.136
-181.613, -21.482, 11.530, 21.169
-181.615, -21.868, 11.568, 21.202
-181.615, -22.254, 11.606, 21.235
-181.614, -22.642, 11.645, 21.268
-181.614, -23.031, 11.684, 21.301
-181.613, -23.422, 11.724, 21.334
-181.611, -23.814, 11.763, 21.367
-181.611, -24.207, 11.802, 21.400
-181.610, -24.601, 11.841, 21.433
-181.609, -24.997, 11.880, 21.466
-181.608, -25.394, 11.920, 21.499
-181.607, -25.792, 11.959, 21.532
-181.605, -26.192, 11.999, 21.565
-181.603, -26.593, 12.038, 21.598
-181.602, -26.995, 12.079, 21.631
-181.600, -27.399, 12.120, 21.664
-181.599, -27.804, 12.160, 21.697
-181.597, -28.210, 12.201, 21.730
-181.597, -28.618, 12.241, 21.763
-181.597, -29.027, 12.282, 21.796
-181.597, -29.437, 12.323, 21.829
-181.596, -29.849, 12.364, 21.862
-181.595, -30.262, 12.404, 21.895
-181.593, -30.677, 12.445, 21.928
-181.592, -31.093, 12.487, 21.961
-181.591, -31.510, 12.529, 21.994
-181.591, -31.929, 12.571, 22.027
-181.590, -32.349, 12.614, 22.060
-181.589, -32.770, 12.655, 22.093
-181.588, -33.193, 12.696, 22.126
-181.587, -33.617, 12.739, 22.159
-181.585, -34.043, 12.781, 22.192
-181.584, -34.470, 12.824, 22.225
-181.581, -34.899, 12.866, 22.258
-181.580, -35.329, 12.909, 22.291
-181.578, -35.760, 12.952, 22.324
-181.577, -36.193, 12.996, 22.357
-181.576, -36.627, 13.040, 22.390
-181.573, -37.063, 13.083, 22.423
-181.571, -37.500, 13.126, 22.456
-181.570, -37.939, 13.169, 22.489
-181.569, -38.379, 13.213, 22.522
-181.568, -38.821, 13.258, 22.555
-181.566, -39.264, 13.302, 22.588
-181.565, -39.708, 13.346, 22.621
-181.564, -40.154, 13.391, 22.654
-181.563, -40.602, 13.435, 22.687
-181.562, -41.051, 13.480, 22.720
-181.561, -41.501, 13.525, 22.753
-181.559, -41.953, 13.570, 22.786
-181.558, -42.407, 13.615, 22.819
-181.557, -42.862, 13.660, 22.852
-181.555, -43.318, 13.706, 22.885
-181.554, -43.776, 13.752, 22.918
-181.552, -44.236, 13.798, 22.951
-181.550, -44.697, 13.843, 22.984
-181.548, -45.159, 13.889, 23.017
-181.547, -45.623, 13.935, 23.050
